ip,date,method,url,status,size,referrer,user_agent
67.99.70.150,10/Apr/2003:10:54:00,GET,/,200,69048,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/60 (like Gecko) Safari/60
204.253.34.40,10/Apr/2003:11:25:33,GET,/index.rdf,200,24911,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.2 (Mac OS X)
66.9.4.200,10/Apr/2003:11:38:20,GET,/,200,69048,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
128.125.208.65,10/Apr/2003:11:51:27,GET,/,200,69048,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
63.150.38.3,10/Apr/2003:11:54:18,GET,/archive/2003/04/01/miniwaxy.shtml,200,16851,http://216.239.51.100/search?q=cache:XF8gsPqICnAC:www.waxy.org/+blogdex+%22reality+network%22&hl=en&start=4&ie=UTF-8&client=googlet,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4a) Gecko/20030403 Chimera/0.7+
63.150.38.3,10/Apr/2003:11:54:45,GET,/,200,69048,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4a) Gecko/20030403 Chimera/0.7+
63.150.38.3,10/Apr/2003:11:55:04,GET,/,200,69048,http://www.waxy.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4a) Gecko/20030403 Chimera/0.7+
167.206.176.138,10/Apr/2003:12:02:25,GET,/archive/2003/03/17/ebay_to_.shtml,200,15585,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/60 (like Gecko) Safari/60
12.249.84.78,10/Apr/2003:12:10:30,GET,/archive/2003/04/03/typo_pop.shtml,200,26908,http://www.kottke.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
216.35.131.141,10/Apr/2003:12:20:17,GET,/archive/2003/04/03/typo_pop.shtml,200,26908,http://gumbopages.com/looka/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
24.136.120.254,10/Apr/2003:12:44:32,GET,/index.rdf,200,24911,-,NetNewsWire/1.0.3b1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)
80.221.5.131,10/Apr/2003:14:02:42,GET,/archive/2003/04/03/typo_pop.shtml,200,26909,http://www.visakopu.net/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
66.67.210.120,10/Apr/2003:14:12:30,GET,/index.xml,200,22824,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.1 (Mac OS X)
66.67.210.120,10/Apr/2003:14:15:08,GET,/index.xml,200,22824,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.1 (Mac OS X)
68.63.158.146,10/Apr/2003:15:22:11,GET,/archive/2003/03/27/bias_aff.shtml,200,67155,http://www.soundbitten.com/archives/week_2003_04_06.html#000326,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; fr-fr) AppleWebKit/60 (like Gecko) Safari/60
204.253.34.40,10/Apr/2003:15:52:45,GET,/index.rdf,200,25179,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.2 (Mac OS X)
24.136.120.254,10/Apr/2003:16:13:10,GET,/index.rdf,200,25179,-,NetNewsWire/1.0.3b1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)
137.22.100.86,10/Apr/2003:16:31:48,GET,/,200,69316,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/64 (KHTML, like Gecko) Safari/64
64.81.242.165,10/Apr/2003:17:14:54,GET,/index.rdf,200,25179,-,NetNewsWire/1.0.1fc1 (Mac OS X; http://ranchero.com/netnewswire/)
64.220.165.160,10/Apr/2003:17:21:19,GET,/index.rdf,200,25179,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.2 (Mac OS X)
66.92.72.90,10/Apr/2003:17:31:39,GET,/random/arsdigita/,200,104686,http://eveander.com/arsdigita/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
66.92.72.90,10/Apr/2003:17:31:40,GET,/random/arsdigita/jin-in-pool.thumb.jpg,200,8033,http://www.waxy.org/random/arsdigita/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
66.92.72.90,10/Apr/2003:17:31:40,GET,/random/arsdigita/elephant-butts.thumb.jpg,200,14163,http://www.waxy.org/random/arsdigita/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
66.92.72.90,10/Apr/2003:17:31:41,GET,/random/arsdigita/elephant-waiting-for-tourists.thumb.jpg,200,12783,http://www.waxy.org/random/arsdigita/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
66.92.72.90,10/Apr/2003:17:31:42,GET,/random/arsdigita/city-palace-museum-guard-and-cannon.thumb.jpg,200,11926,http://www.waxy.org/random/arsdigita/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
66.92.72.90,10/Apr/2003:17:31:42,GET,/random/arsdigita/amber-fort-last-queen-under-baradari.thumb.jpg,200,10952,http://www.waxy.org/random/arsdigita/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
66.92.72.90,10/Apr/2003:17:31:43,GET,/random/arsdigita/Chinook9.jpg,200,4073,http://www.waxy.org/random/arsdigita/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
68.164.30.254,10/Apr/2003:18:46:36,GET,/index.rdf,200,25179,-,NetNewsWire/1.0.3b1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)
64.81.242.165,10/Apr/2003:18:55:58,GET,/index.xml,200,23148,-,NetNewsWire/1.0.1fc1 (Mac OS X; http://ranchero.com/netnewswire/)
130.215.237.90,10/Apr/2003:19:46:55,GET,/archive/2002/06/24/spock_an.shtml,200,15561,http://www.google.com/search?hl=en&ie=ISO-8859-1&q=%22brent+spiner%22+%22sin+to+tell+a+lie%22,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
66.67.210.120,10/Apr/2003:20:01:33,GET,/index.xml,200,23148,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.1 (Mac OS X)
158.104.76.83,10/Apr/2003:20:31:59,GET,/archive/2003/04/03/typo_pop.shtml,200,27381,http://kottke.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
24.239.152.74,10/Apr/2003:20:33:21,GET,/archive/2003/04/03/typo_pop.shtml,200,27381,http://www.gumbopages.com/looka/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20021220 Chimera/0.6+
68.4.103.83,10/Apr/2003:20:44:42,GET,/archive/2003/04/03/typo_pop.shtml,200,27381,http://www.kottke.org/index.html,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
68.164.30.254,10/Apr/2003:20:45:35,GET,/index.rdf,200,25179,-,NetNewsWire/1.0.3b1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)
12.124.60.134,10/Apr/2003:21:05:40,GET,/random/html/wsj_findablog.html,200,48153,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
66.108.68.215,10/Apr/2003:21:12:53,GET,/,200,69316,http://www.kottke.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
68.12.2.220,10/Apr/2003:21:37:05,GET,/random/html/riaa_hacked/News.html,200,19690,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
68.12.2.220,10/Apr/2003:21:37:33,GET,/random/html/riaa_hacked/News.html,200,19690,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
68.12.2.220,10/Apr/2003:21:39:12,GET,/random/html/riaa_hacked/,200,10564,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
68.12.2.220,10/Apr/2003:21:39:13,GET,/random/html/riaa_hacked/dot_clear.gif,200,43,http://www.waxy.org/random/html/riaa_hacked/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
68.12.2.220,10/Apr/2003:21:39:14,GET,/random/html/riaa_hacked/lefttop.gif,200,7113,http://www.waxy.org/random/html/riaa_hacked/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
68.12.2.220,10/Apr/2003:21:39:14,GET,/random/html/riaa_hacked/top_middle.gif,200,8594,http://www.waxy.org/random/html/riaa_hacked/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
66.67.210.120,10/Apr/2003:21:59:29,GET,/index.xml,200,23148,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.1 (Mac OS X)
128.193.247.163,10/Apr/2003:22:18:49,GET,/archive/2003/01/10/native_w.shtml,200,17002,http://www.google.com/search?q=wine+%22os+x%22&ie=UTF-8&oe=UTF-8,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
172.159.249.213,10/Apr/2003:22:27:46,GET,/archive/cat/bizarre/index.shtml,200,50640,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.3) Gecko/20030312
24.237.74.164,10/Apr/2003:22:34:05,GET,/random/html/riaa_hacked/News.html,200,19690,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
24.237.74.164,10/Apr/2003:22:34:39,GET,/random/html/riaa_hacked/,200,10564,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
24.237.74.164,10/Apr/2003:22:34:40,GET,/random/html/riaa_hacked/dot_clear.gif,200,43,http://www.waxy.org/random/html/riaa_hacked/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
24.237.74.164,10/Apr/2003:22:34:40,GET,/random/html/riaa_hacked/lefttop.gif,200,7113,http://www.waxy.org/random/html/riaa_hacked/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
24.237.74.164,10/Apr/2003:22:34:40,GET,/random/html/riaa_hacked/top_middle.gif,200,8594,http://www.waxy.org/random/html/riaa_hacked/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
12.212.55.1,10/Apr/2003:22:40:38,GET,/,200,70608,http://www.movabletype.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
68.164.30.254,10/Apr/2003:22:45:34,GET,/index.rdf,200,25221,-,NetNewsWire/1.0.3b1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)
64.252.178.91,10/Apr/2003:22:50:13,GET,/archive/2003/04/10/blogger_.shtml,200,11445,http://minutillo.com/steve/feedonfeeds/view.php,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.3) Gecko/20030312
64.81.242.165,10/Apr/2003:22:56:00,GET,/index.xml,200,23099,-,NetNewsWire/1.0.1fc1 (Mac OS X; http://ranchero.com/netnewswire/)
24.239.179.51,10/Apr/2003:22:56:45,GET,/,200,70608,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
66.67.210.120,11/Apr/2003:00:01:30,GET,/index.xml,200,23099,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.1 (Mac OS X)
64.81.242.165,11/Apr/2003:01:15:01,GET,/index.rdf,200,25221,-,NetNewsWire/1.0.1fc1 (Mac OS X; http://ranchero.com/netnewswire/)
24.175.32.70,11/Apr/2003:01:55:34,GET,/,200,70608,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
208.129.213.80,11/Apr/2003:02:04:22,GET,/archive/2003/04/10/blogger_.shtml,200,11445,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4b) Gecko/20030410 Chimera/0.7+
213.187.185.250,11/Apr/2003:02:27:18,GET,/archive/2003/03/27/open_cdr.shtml,200,16359,http://www.google.com/search?hl=en&ie=ISO-8859-1&q=vbscript+WMPlayer.OCX.7&btnG=Google+Search,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
131.161.244.2,11/Apr/2003:03:13:25,GET,/archive/2003/02/28/evil_rss.shtml,200,16095,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
193.65.126.149,11/Apr/2003:03:15:52,GET,/archive/2003/04/03/typo_pop.shtml,200,27381,http://www.visakopu.net/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4b) Gecko/20030410 Chimera/0.7+
66.67.210.120,11/Apr/2003:04:01:33,GET,/index.xml,200,23099,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.1 (Mac OS X)
68.36.83.118,11/Apr/2003:04:24:17,GET,/index.rdf,200,25221,-,NetNewsWire/1.0.3b1 (Mac OS X; Lite; http://ranchero.com/netnewswire/)
66.67.210.120,11/Apr/2003:05:03:09,GET,/index.xml,200,23099,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.1 (Mac OS X)
199.243.87.154,11/Apr/2003:06:53:26,GET,/archive/2003/03/26/hiding_s.shtml,200,17019,http://www.satanosphere.com/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
204.253.34.40,11/Apr/2003:07:03:41,GET,/index.rdf,200,25221,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.2 (Mac OS X)
204.253.34.40,11/Apr/2003:07:12:02,GET,/index.rdf,200,25221,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.2 (Mac OS X)
66.27.57.189,11/Apr/2003:08:30:12,GET,/archive/2003/04/03/typo_pop.shtml,200,27920,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
24.193.96.101,11/Apr/2003:08:39:03,GET,/archive/2003/04/03/typo_pop.shtml,200,27920,http://trademark.blog.us/blog/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
66.11.197.234,11/Apr/2003:08:44:57,GET,/archive/2003/03/27/bias_aff.shtml,200,67155,http://www.1142.net/main.php?ViewPost=627671,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4b) Gecko/20030408 Chimera/0.7+
144.132.212.147,11/Apr/2003:08:46:11,GET,/random/text/1995_warez_bbs_list.txt,200,529730,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
208.51.147.252,11/Apr/2003:09:46:40,GET,/index.rdf,200,25221,-,NetNewsWire/1.0.1fc1 (Mac OS X; http://ranchero.com/netnewswire/)
64.165.9.166,11/Apr/2003:09:55:05,GET,/,200,68627,http://www.nothingistrue.net/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
67.40.179.71,11/Apr/2003:09:57:36,GET,/archive/2003/04/03/typo_pop.shtml,200,28295,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (KHTML, like Gecko) Safari/60 OmniWeb/4.5-v440
63.237.196.69,11/Apr/2003:10:02:15,GET,/archive/2003/04/03/typo_pop.shtml,200,28367,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en) AppleWebKit/60 (like Gecko) Safari/60
152.163.189.136,11/Apr/2003:10:56:44,GET,/archive/2003/03/13/crispin_.shtml,200,23889,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-US; rv:1.0.2) Gecko/20020924 AOL/7.0
138.202.137.101,11/Apr/2003:11:05:55,GET,/archive/2003/04/03/typo_pop.shtml,200,28368,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
157.157.242.184,11/Apr/2003:11:23:47,GET,/archive/2003/04/03/typo_pop.shtml,200,28361,http://www.kottke.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; is-is) AppleWebKit/60 (like Gecko) Safari/60
192.215.249.200,11/Apr/2003:11:52:26,GET,/,200,68627,http://www.kottke.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
66.107.69.7,11/Apr/2003:11:56:02,GET,/,200,68627,http://www.kottke.org/03/04/030411people_who_o.html,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
208.251.192.253,11/Apr/2003:12:11:31,GET,/,200,68627,http://www.kottke.org/index.html,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
68.81.7.156,11/Apr/2003:12:14:46,GET,/,200,68627,http://www.kottke.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/64 (KHTML, like Gecko) Safari/64
213.243.170.104,11/Apr/2003:12:15:45,GET,/,200,68627,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4b) Gecko/20030410 Chimera/0.7+
62.211.57.217,11/Apr/2003:12:17:15,GET,/archive/2003/04/03/typo_pop.shtml,200,28368,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; it-it) AppleWebKit/71 (KHTML, like Gecko) Safari/71
213.243.170.104,11/Apr/2003:12:17:19,GET,/archive/2003/04/03/typo_pop.shtml,200,28361,http://www.waxy.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4b) Gecko/20030410 Chimera/0.7+
63.150.38.3,11/Apr/2003:12:27:33,GET,/archive/2003/04/03/typo_pop.shtml,200,28368,http://www.windowseat.org/weblog/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4b) Gecko/20030410 Chimera/0.7+
24.193.196.6,11/Apr/2003:12:39:58,GET,/archive/2003/04/03/typo_pop.shtml,200,28368,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4b) Gecko/20030410 Chimera/0.7+
151.202.59.9,11/Apr/2003:12:42:16,GET,/,200,68627,http://www.fimoculous.com/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
64.220.165.160,11/Apr/2003:12:43:09,GET,/index.rdf,200,25221,http://ranchero.com/software/netnewswire/,NetNewsWire Lite/1.0.2 (Mac OS X)
151.202.59.9,11/Apr/2003:12:43:35,GET,/archive/2003/03/27/open_cdr.shtml,200,16359,http://www.waxy.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
64.81.86.203,11/Apr/2003:12:44:19,GET,/,200,68627,http://www.kottke.org/03/04/030411people_who_o.html,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4a) Gecko/20030401
208.63.56.226,11/Apr/2003:13:06:51,GET,/,200,68627,http://www.kottke.org/03/04/030411people_who_o.html,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.4b) Gecko/20030410 Chimera/0.7+
213.202.160.210,11/Apr/2003:13:13:53,GET,/,200,68627,http://macdaraconroy.com/linkage/blogroll.html,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
155.91.6.72,11/Apr/2003:13:27:06,GET,/,200,68474,-,NetNewsWire/1.0.1fc1 (Mac OS X; http://ranchero.com/netnewswire/)
155.91.6.72,11/Apr/2003:13:27:07,GET,/index.rdf,200,25221,-,NetNewsWire/1.0.1fc1 (Mac OS X; http://ranchero.com/netnewswire/)
12.221.195.88,11/Apr/2003:13:32:49,GET,/archive/2003/03/27/open_cdr.shtml,200,16359,http://www.digitalmediatree.com/jim/weblog/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
4.21.167.99,11/Apr/2003:13:32:58,GET,/,200,68627,http://www.kottke.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X Mach-O; en-US; rv:1.0.1) Gecko/20030306 Camino/0.7
209.242.24.26,11/Apr/2003:13:35:22,GET,/archive/2003/03/27/open_cdr.shtml,200,16359,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
209.242.24.26,11/Apr/2003:13:36:27,GET,/archive/2003/03/27/open_cdr.shtml,200,16311,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/51 (like Gecko) Safari/51
209.242.24.26,11/Apr/2003:13:40:33,GET,/archive/2003/03/27/open_cdr.shtml,200,16359,-,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
12.254.220.65,11/Apr/2003:13:40:53,GET,/,200,68627,http://www.kottke.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/67 (KHTML, like Gecko) Safari/67
66.47.209.207,11/Apr/2003:13:41:00,GET,/,200,68627,http://www.kottke.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
24.195.51.48,11/Apr/2003:13:47:05,GET,/archive/2003/01/10/native_w.shtml,200,17002,http://www.google.com/search?hl=en&lr=&ie=UTF-8&q=running+wine+on+x11+osx+os+x&spell=1,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-US; rv:1.1) Gecko/20020826
216.86.215.211,11/Apr/2003:14:20:21,GET,/,200,68627,http://kottke.org/,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
64.252.75.109,11/Apr/2003:14:52:19,GET,/,200,68627,http://www.kottke.org/03/04/030411people_who_o.html,Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/60 (like Gecko) Safari/60
